ID,Purpose,Genre,Sub-genre,Subject,Themes/Uses,Keywords,Collection,Physical type,Title,Sub-title,Translated-title,PALM code,Related (same),Related (omnibus),Related (support),Related (translated),Year,Author,Author2,Author3,Other creator,Other creator ROLE,Other creator2,Other creator2 ROLE,Illustrator,Illustrator2,Illustrator3,Illustrator4,Illustrator5,Publisher,Contributor / Project / Partner,Pages,Language 1,ISO (Language 1),Language 2,ISO (Language 2),Island,State,Learner level,VLA standard,VLA benchmark,TOC,Notes related to the issue.,Notes related to version.,Notes related to content.,DESCRIPTION,ABSTRACT,UPLOADED,DIGITAL SOURCE (WHERE IS THE PDF FROM),DOCUMENT FILENAME,THUMBNAIL FILENAME,Name match check,ALTERNATIVE DOCUMENT FILENAME,ALTERNATIVE THUMBNAIL FILENAME,ALTERNATIVE DIGITAL SOURCE (WHERE IS THE PDF FROM),Coupled audio,Coupled video,CONTACT,Library link UH,Library link UH alt.,Library link COM-FSM,Library link COM-FSM alt.,Library link MARC,Library link MARC alt.,Library link MICSEM,Library link MICSEM alt.,Library link 5,Library link 5 alt.,OLLC number,ISBN number,Temporary
P322-a,Literacy development,Narrative readers,Developing and fluent readers,Cultural stories,,,Pacific Area Language Materials (PALM),Narrative reader,Semaliu mwaale me gaattu,(trial version),[A man and a cat],WAU22,P322,,,*TRUE if Translated-title identical*,1981,"Uolai, Augustin",,,,,,,"Hickey, Neil",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,15,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",PALM - Printed [Trial version] - WOLEAIAN - Semaliu Mwaale me Gaattu,PALM - Printed [Trial version] - WOLEAIAN - Semaliu Mwaale me Gaattu,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma999198444605682,,,,,,,,,,,,
P322-d,Literacy development,Narrative readers,Developing and fluent readers,Cultural stories,,,PALM CD,Narrative reader,Semaliu mwaale me gaattu,(CD-ROM version),[A man and a cat],WAU22,P322,,,*TRUE if Translated-title identical*,1999,"Uolai, Augustin",,,,,,,"Hickey, Neil",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semaliu mwaale me gaattu,PALM CD - Woleaian - Semaliu mwaale me gaattu,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P323-a,Literacy development,Narrative readers,Developing and fluent readers,Folk tales,,,Pacific Area Language Materials (PALM),Narrative reader,Semaliu mwaale me riuwemaliu shoabut fitiyale,(trial version),[A man and his two wives],WJY2,P323,,,*TRUE if Translated-title identical*,1979,,,,"Yarofaisaf, Joseph",translated by,,,,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,4,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - WOLEAIAN - Semaliu Mwaale Me Riuwemaliu Shoabut Fitiyale (WJY2),PALM - Printed [Trial version] - WOLEAIAN - Semaliu Mwaale Me Riuwemaliu Shoabut Fitiyale (WJY2),TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592764605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=64913,,,,,,,,,,Pac.PL6338.Z77Y37 1979
P323-d,Literacy development,Narrative readers,Developing and fluent readers,Folk tales,,,PALM CD,Narrative reader,Semaliu mwaale me riuwemaliu shoabut fitiyale,(CD-ROM version),[A man and his two wives],WJY2,P323,,,*TRUE if Translated-title identical*,1999,,,,"Yarofaisaf, Joseph",translated by,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semaliu mwaale me riuwemaliu shoabut fitiyale,PALM CD - Woleaian - Semaliu mwaale me riuwemaliu shoabut fitiyale,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P324-a,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,Pacific Area Language Materials (PALM),Narrative reader,Semaliu mwoongki me riuwemaliu gelaagu,(trial version),[A monkey and two dogs],WAU14,P324,,,*TRUE if Translated-title identical*,1979,,,,"Uolai, Augustin",translated by,,,"Miner, Vernette K.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,8,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",PALM - Printed [Trial version] - WOLEAIAN - Semaliu Mwoongki Me Riuwemaliu Gelaagu,PALM - Printed [Trial version] - WOLEAIAN - Semaliu Mwoongki Me Riuwemaliu Gelaagu,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592734605682,,,,,,,,,,,,
P324-d,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,PALM CD,Narrative reader,Semaliu mwoongki me riuwemaliu gelaagu,(CD-ROM version),[A monkey and two dogs],WAU14,P324,,,*TRUE if Translated-title identical*,1999,,,,"Uolai, Augustin",translated by,,,"Miner, Vernette K.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semaliu mwoongki me riuwemaliu gelaagu,PALM CD - Woleaian - Semaliu mwoongki me riuwemaliu gelaagu,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P325-a,Literacy development,Narrative readers,Developing and fluent readers,Parables,,,Pacific Area Language Materials (PALM),Narrative reader,Semaliu sarishoabuto me seewe bachiili miiniki,(trial version),[A girl and a bucket of milk],unknown,P325,,,*TRUE if Translated-title identical*,1979,,,,"Uolai, Augustin",retold by,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592744605682,,,,,,,,,,,,
P325-d,Literacy development,Narrative readers,Developing and fluent readers,Parables,,,PALM CD,Narrative reader,Semaliu sarishoabuto me seewe bachiili miiniki,(CD-ROM version),[A girl and a bucket of milk],unknown,P325,,,*TRUE if Translated-title identical*,1999,,,,"Uolai, Augustin",retold by,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semaliu sarishoabuto me seewe bachiili miiniki,PALM CD - Woleaian - Semaliu sarishoabuto me seewe bachiili miiniki,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P326-a,Literacy development,Narrative readers,Developing and fluent readers,Folk tales,,,Pacific Area Language Materials (PALM),Narrative reader,Semaliu tarimwaale me seewe giuse,(trial version),[Young man and octopus],WJY3,P326,,,*TRUE if Translated-title identical*,1979,"Yarofaisaf, Joseph",,,,,,,,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,8,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - WOLEAIAN - Semaliu Tarimwaale Me Seewe Giuse (WJY3),PALM - Printed [Trial version] - WOLEAIAN - Semaliu Tarimwaale Me Seewe Giuse (WJY3),TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592764605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=64913,,,,,,,,,,Pac.PL6338.Z77Y37 1979
P326-d,Literacy development,Narrative readers,Developing and fluent readers,Folk tales,,,PALM CD,Narrative reader,Semaliu tarimwaale me seewe giuse,(CD-ROM version),[Octopus punishment],WJY3,P326,,,*TRUE if Translated-title identical*,1999,"Yarofaisaf, Joseph",,,,,,,"Shiramizu, Carrie",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semaliu tarimwaale me seewe giuse,PALM CD - Woleaian - Semaliu tarimwaale me seewe giuse,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P327-a,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,Pacific Area Language Materials (PALM),Narrative reader,Semaliu tugofai shoabuto me laiule siilo,(trial version),[An old woman and a pig],unknown,P327,,,*TRUE if Translated-title identical*,1979,"Laimoh, Mariano",,,"Uolai, Augustin",translated by,,,"Stone, Starla",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592744605682,,,,,,,,,,,,
P327-d,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,PALM CD,Narrative reader,Semaliu tugofai shoabuto me laiule siilo,(CD-ROM version),[An old woman and a pig],unknown,P327,,,*TRUE if Translated-title identical*,1999,"Laimoh, Mariano",,,"Uolai, Augustin",translated by,,,"Stone, Starla",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semaliu tugofai shoabuto me laiule siilo,PALM CD - Woleaian - Semaliu tugofai shoabuto me laiule siilo,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P328-c,Literacy development,Narrative readers,Emerging and early readers,Collected stories,,,Pacific Area Language Materials (PALM),Narrative reader,Semweiu maaliu me semaliu tarimwaale,,[Collection of stories—Short stories for boys and girls],CWAU1,P328,W1,,*TRUE if Translated-title identical*,1987,"Uolai, Augustin",,,,,,,"Woo, Eric","Lennon, John","Goodenow, Joy L.","Buccholz, Donald L.",,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,50,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,TABLE OF CONTENTS: [1] Kewaawa -- [2] John me laiule gechaiugo -- [3] Likikirimwe -- [4] Seige gaattu -- [5] Fisuuwe maliugeo shoabuto,The five stories comprising this booklet may also appear separately as standalone work in other versions and languages.,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed - WOLEAIAN - Semweiu maaliu me semaliu tarimwaale CWAU 1,PALM - Printed - WOLEAIAN - Semweiu maaliu me semaliu tarimwaale CWAU 1,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995490214605682,,,,,,,,,,,,
P329-a,Concept materials,Numeracy foundations,Counting,Numeral classifiers,,,Pacific Area Language Materials (PALM),Math reader,Semweoiu me reeli matemetale watewetali faliuwashe,(trial version),[Many ways of counting in our language],WJY13,P329,,,*TRUE if Translated-title identical*,1979,"Langal, Isaac",,,"Yarofaisaf, Joseph",translated by,,,"Woo, Eric",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,14,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - WOLEAIAN - Semweoiu me reeli matemetale watewetali faliuwashe,PALM - Printed [Trial version] - WOLEAIAN - Semweoiu me reeli matemetale watewetali faliuwashe,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592764605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=64913,,,,,,,,,,Pac.PL6338.Z77Y37 1979
P329-d,Concept materials,Numeracy foundations,Counting,Numeral classifiers,,,PALM CD,Math reader,Semweoiu me reeli matemetale watewetali faliuwashe,(CD-ROM version),[Many ways of counting in our language],WJY13,P329,,,*TRUE if Translated-title identical*,1999,"Langal, Isaac",,,"Yarofaisaf, Joseph",translated by,,,"Woo, Eric",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Semweoiu me reeli matemetale watewetali faliuwashe,PALM CD - Woleaian - Semweoiu me reeli matemetale watewetali faliuwashe,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P330-c,Literacy development,Narrative readers,Emerging and early readers,Everyday stories,,,Pacific Area Language Materials (PALM),Narrative reader,Sepe el kuh in oruh,,[I can do],KAT8,P330,,,*TRUE if Translated-title identical*,1980,"Ngirbabul, Rosarjo Elamejo",,,"Tolenoa, Alister",translated by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,8,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,Translated from original text in Carolinian language.,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed - KOSRAEAN - Sepe el kuh in oruh KAT 8,PALM - Printed - KOSRAEAN - Sepe el kuh in oruh KAT 8,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995472884605682,,,,,,,,,,,,
P330-d,Literacy development,Narrative readers,Emerging and early readers,Everyday stories,,,PALM CD,Narrative reader,Sepe el kuh in oruh,(CD-ROM version),[I can do],KAT8,P330,,,*TRUE if Translated-title identical*,1999,"Ngirbabul, Rosarjo Elamejo",,,"Tolenoa, Alister",translated by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,Translated from original text in Carolinian language.,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Sepe el kuh in oruh,PALM CD - Kosraean - Sepe el kuh in oruh,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
